,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
144,iss,25544,21.272728695681,101.3379331083,414.0554062574,27598.776972235,daylight,4477.0955336015,1686649591,2460108.9073032,23.206197617913,33.377973825225,kilometers
145,iss,25544,20.494631918706,102.00560905946,414.04995703718,27598.37176334,daylight,4477.0675812643,1686649607,2460108.9074884,23.206208070084,33.311316860709,kilometers
146,iss,25544,19.713414002409,102.66589370855,414.05007457696,27597.955479778,daylight,4477.068184199,1686649623,2460108.9076736,23.206218522047,33.244659728601,kilometers
147,iss,25544,18.978331682166,103.27850417206,414.05537968231,27597.555080012,daylight,4477.0953972823,1686649638,2460108.9078472,23.206228320529,33.182168803464,kilometers
148,iss,25544,18.191518539472,103.92544650186,414.06672212753,27597.117103425,daylight,4477.1535788467,1686649654,2460108.9080324,23.206238772014,33.115511839022,kilometers
149,iss,25544,17.451456162748,104.52614443419,414.08280918189,27596.696238547,daylight,4477.2360965132,1686649669,2460108.908206,23.206248570071,33.053020913919,kilometers
150,iss,25544,16.659608638529,105.16100195261,414.10591572903,27596.236316856,daylight,4477.3546170498,1686649685,2460108.9083912,23.206259021101,32.986363949513,kilometers
151,iss,25544,15.865373656492,105.7900982777,414.13528840602,27595.76499656,daylight,4477.5052729746,1686649701,2460108.9085764,23.206269471899,32.919706985138,kilometers
152,iss,25544,15.118733425662,106.37492530266,414.16862545883,27595.312750809,daylight,4477.676255185,1686649716,2460108.90875,23.206279269311,32.857216060098,kilometers
153,iss,25544,14.320265228129,106.99375436641,414.2104812501,27594.819258764,daylight,4477.8909178642,1686649732,2460108.9089352,23.206289719655,32.790559095752,kilometers
154,iss,25544,13.569892642807,107.56949818448,414.25571769623,27594.346196705,daylight,4478.1229045906,1686649747,2460108.9091088,23.206299516644,32.728068170768,kilometers
155,iss,25544,12.767689808561,108.17920733283,414.31046126345,27593.830490347,daylight,4478.4036272873,1686649763,2460108.909294,23.206309966534,32.661411206473,kilometers
156,iss,25544,12.014042409908,108.74692609433,414.36794930817,27593.336613325,daylight,4478.6984005218,1686649778,2460108.9094676,23.206319763097,32.598920281508,kilometers
157,iss,25544,11.208581115268,109.34862788591,414.43592687061,27592.798737463,daylight,4479.0469289254,1686649794,2460108.9096528,23.206330212561,32.532263149659,kilometers
